transaction_ID,transaction_date,Year_Birth,Marital_Status,MntFruits,Education,Income,children_categorical,teen_categorical,income_standardize,maritalstat_categorical,spender_class
1524,3/1/13,1983,Not Married,45,2n Cycle,81698,0,0,0.497725108,0,1
7042,3/1/13,1983,Married,3,Graduation,36790,0,0,0.218215315,1,0
3749,3/2/13,1973,Not Married,91,Graduation,73926,0,0,0.449351765,0,1
9560,3/3/13,1965,Not Married,61,Graduation,83003,0,0,0.505847498,0,1
4743,3/3/13,1969,Married,8,PhD,56242,0,1,0.339285603,1,0
9988,3/3/13,1976,Not Married,25,Master,70379,0,1,0.427275047,0,0
737,3/3/13,1949,Married,86,PhD,80360,0,0,0.489397325,1,1
4201,3/3/13,1962,Not Married,7,Graduation,57967,0,1,0.350022095,0,0
5386,3/4/13,1953,Not Married,24,Graduation,94384,0,0,0.576683451,0,0
6059,3/4/13,1953,Not Married,36,PhD,64504,1,1,0.390708733,0,1
6024,3/4/13,1953,Not Married,24,Graduation,94384,0,0,0.576683451,0,0
1362,3/4/13,1972,Not Married,87,Graduation,31907,0,0,0.187823262,0,1
8581,3/5/13,1971,Married,0,Master,49505,1,1,0.297354155,1,0
7458,3/6/13,1956,Not Married,2,Master,34941,1,1,0.20670704,0,0
6825,3/6/13,1953,Not Married,0,Graduation,41452,1,1,0.247231852,0,0
2874,3/7/13,1988,Not Married,4,2n Cycle,35388,1,0,0.209489192,0,0
10142,3/7/13,1976,Not Married,18,PhD,66476,0,1,0.402982566,0,0
1710,3/7/13,1978,Not Married,20,Graduation,30168,1,0,0.176999633,0,0
8858,3/7/13,1972,Married,0,PhD,44325,0,1,0.265113558,1,0
3852,3/8/13,1961,Not Married,72,Master,74881,1,1,0.455295736,0,1
1000,3/8/13,1961,Not Married,72,Master,74881,1,1,0.455295736,0,1
4860,3/8/13,1970,Not Married,2,Graduation,24206,1,0,0.139891826,0,0
626,3/9/13,1951,Married,2,Graduation,32871,1,1,0.193823249,1,0
433,3/10/13,1958,Not Married,5,Master,61331,1,1,0.370959811,0,0
1173,3/10/13,1947,Not Married,105,Master,77632,0,0,0.472418107,0,1
8812,3/10/13,1979,Not Married,3,2n Cycle,13533,1,0,0.073462503,0,0
4827,3/10/13,1956,Not Married,22,PhD,54998,0,1,0.331542881,0,0
3945,3/10/13,1947,Not Married,44,PhD,68117,0,1,0.413196238,0,1
615,3/11/13,1960,Not Married,36,Graduation,30507,0,0,0.179109587,0,1
8477,3/11/13,1956,Not Married,1,Graduation,26150,1,1,0.151991386,0,0
640,3/11/13,1951,Married,80,Graduation,57304,0,1,0.345895548,1,1
3919,3/11/13,1976,Not Married,0,Master,72309,0,0,0.43928747,0,0
503,3/12/13,1985,Married,1,Master,20559,1,0,0.117192703,1,0
7215,3/12/13,1983,Not Married,27,Graduation,101970,0,0,0.623899121,0,1
10451,3/12/13,1965,Not Married,1,Graduation,29672,1,1,0.173912502,0,0
697,3/12/13,1969,Not Married,59,Graduation,74918,0,0,0.455526026,0,1
4198,3/12/13,1965,Not Married,1,Graduation,29672,1,1,0.173912502,0,0
6690,3/14/13,1966,Married,4,Master,38179,1,1,0.226860525,1,0
5267,3/14/13,1970,Not Married,2,Graduation,33986,1,0,0.200763069,0,0
10470,3/15/13,1979,Married,2,Master,40662,1,0,0.24231485,1,0
9860,3/15/13,1959,Not Married,0,Graduation,44911,0,1,0.268760853,0,0
4432,3/16/13,1976,Not Married,3,Graduation,31615,1,0,0.186005838,0,0
7004,3/16/13,1984,Not Married,3,Graduation,11012,1,0,0.057771664,0,0
6312,3/17/13,1959,Married,107,Graduation,65031,0,1,0.393988809,1,1
1685,3/17/13,1967,Not Married,14,PhD,62981,0,0,0.3812295,0,0
3834,3/17/13,1962,Not Married,161,Graduation,69627,0,1,0.422594559,0,1
252,3/17/13,1963,Not Married,133,PhD,41003,0,0,0.244437252,0,1
5394,3/17/13,1979,Not Married,9,Basic,16014,1,1,0.08890438,0,0
1409,3/18/13,1951,Not Married,3,Graduation,40689,0,1,0.242482899,0,0
1726,3/18/13,1970,Not Married,9,Graduation,22585,0,0,0.129802635,0,0
5314,3/18/13,1951,Not Married,3,Graduation,40689,0,1,0.242482899,0,0
8650,3/18/13,1978,Not Married,6,Graduation,54162,1,1,0.326339572,0,0
6516,3/18/13,1989,Married,0,Basic,17487,1,0,0.098072411,1,0
9701,3/19/13,1988,Not Married,34,Graduation,41883,1,0,0.249914419,0,1
6982,3/19/13,1976,Married,30,Graduation,74068,0,0,0.45023558,1,1
635,3/19/13,1966,Married,5,Master,57183,1,1,0.345142437,1,0
3265,3/19/13,1959,Married,1,Graduation,35701,0,0,0.211437321,1,0
6673,3/19/13,1965,Not Married,6,Graduation,23478,0,0,0.135360715,0,0
6798,3/20/13,1966,Not Married,7,Graduation,37070,1,1,0.21995805,0,0
5181,3/20/13,1982,Not Married,4,Basic,24367,1,0,0.140893899,0,0
4168,3/20/13,1966,Not Married,7,Graduation,37070,1,1,0.21995805,0,0
1502,3/21/13,1983,Not Married,3,Graduation,28427,1,0,0.166163556,0,0
736,3/21/13,1983,Not Married,3,Graduation,28427,1,0,0.166163556,0,0
2350,3/22/13,1972,Married,53,Graduation,59666,1,1,0.360596762,1,1
332,3/22/13,1957,Married,2,Graduation,47743,0,1,0.286387373,1,0
2980,3/22/13,1952,Not Married,0,Master,8820,1,1,0.044128539,0,0
3233,3/23/13,1965,Married,21,PhD,62745,0,1,0.379760623,1,0
2488,3/23/13,1956,Not Married,1,2n Cycle,31395,1,1,0.184636546,0,0
5682,3/23/13,1953,Not Married,10,PhD,64108,0,1,0.388244008,0,0
6404,3/24/13,1969,Not Married,7,Graduation,58917,1,1,0.355934946,0,0
3536,3/24/13,1960,Not Married,11,Graduation,19740,0,1,0.112095203,0,0
4478,3/24/13,1979,Married,5,Graduation,63777,1,1,0.386183846,1,0
1170,3/25/13,1975,Married,15,Graduation,27573,1,0,0.160848214,1,0
4653,3/26/13,1978,Not Married,0,Graduation,42011,1,0,0.250711098,0,0
8629,3/26/13,1956,Not Married,1,Graduation,46984,1,1,0.281663316,0,0
115,3/26/13,1966,Not Married,11,Master,43456,0,1,0.259704855,0,0
9167,3/26/13,1956,Married,71,Graduation,67131,0,1,0.407059321,1,1
2021,3/27/13,1975,Married,76,Graduation,61456,0,1,0.371737818,1,1
9984,3/27/13,1981,Married,16,2n Cycle,56337,1,1,0.339876888,1,0
1081,3/27/13,1957,Married,9,PhD,75283,1,1,0.457797805,1,0
3520,3/27/13,1990,Not Married,28,Master,91172,0,0,0.556691791,0,1
6565,3/28/13,1949,Married,80,Master,76995,0,1,0.468453385,1,1
9274,3/28/13,1961,Married,147,Master,80950,0,0,0.493069516,1,1
4320,3/28/13,1979,Not Married,83,Graduation,60152,0,1,0.363621652,0,1
8212,3/28/13,1971,Married,15,Master,39791,0,1,0.236893699,1,0
6568,3/28/13,1984,Married,0,Graduation,38680,1,0,0.229978776,1,0
7072,3/29/13,1973,Married,79,Graduation,67432,0,1,0.408932762,1,1
9904,3/29/13,1956,Married,123,Graduation,71391,0,1,0.433573789,1,1
2217,3/29/13,1975,Married,1,2n Cycle,37284,1,1,0.221289997,1,0
4967,3/29/13,1960,Not Married,0,PhD,38201,0,1,0.226997454,0,0
4102,3/29/13,1975,Married,1,2n Cycle,37284,1,1,0.221289997,1,0
7030,3/30/13,1955,Married,0,PhD,66465,0,1,0.402914102,1,0
10590,3/30/13,1956,Not Married,73,PhD,76542,0,0,0.465633889,0,1
4656,3/30/13,1990,Not Married,32,2n Cycle,51250,1,0,0.308215128,0,1
6292,3/30/13,1986,Married,0,PhD,82333,0,0,0.501677382,1,0
2677,3/31/13,1956,Not Married,24,Graduation,46097,0,1,0.276142581,0,0
10159,3/31/13,1970,Not Married,81,Graduation,58710,0,1,0.354646567,0,1
11013,3/31/13,1987,Not Married,28,Graduation,67605,0,0,0.410009523,0,1
6606,3/31/13,1969,Married,34,Master,70091,1,0,0.42548252,1,1
7842,3/31/13,1968,Not Married,7,Graduation,36065,1,1,0.213702876,0,0
3225,4/1/13,1984,Married,11,Master,42207,1,0,0.251931013,1,0
1456,4/1/13,1979,Not Married,199,Graduation,60474,0,1,0.365625797,0,1
8825,4/1/13,1962,Not Married,14,Graduation,51195,1,1,0.307872805,0,0
2849,4/1/13,1979,Not Married,199,Graduation,60474,0,1,0.365625797,0,1
10383,4/2/13,1966,Not Married,35,Graduation,70287,0,0,0.426702434,0,1
3762,4/2/13,1986,Not Married,0,PhD,69867,0,0,0.424088332,0,0
10675,4/3/13,1956,Married,11,PhD,66334,0,1,0.402098751,1,0
466,4/3/13,1944,Married,14,Graduation,65275,0,0,0.395507478,1,0
3972,4/3/13,1976,Not Married,6,Graduation,50200,1,1,0.301679872,0,0
8132,4/5/13,1975,Married,6,PhD,60631,1,1,0.366602974,1,0
10089,4/5/13,1974,Not Married,148,Graduation,102692,0,0,0.628392887,0,1
8314,4/5/13,1982,Married,129,Graduation,79908,0,0,0.486584053,1,1
4442,4/5/13,1961,Not Married,19,Graduation,46524,0,1,0.278800251,0,0
5731,4/5/13,1983,Married,0,Master,27100,1,0,0.157904237,1,0
803,4/5/13,1968,Not Married,0,Graduation,40521,1,1,0.241437258,0,0
7152,4/5/13,1983,Married,0,Master,27100,1,0,0.157904237,1,0
6214,4/5/13,1982,Married,10,Master,43815,1,0,0.261939291,1,0
3483,4/6/13,1958,Married,43,Graduation,48192,0,0,0.289181973,1,1
9145,4/6/13,1972,Not Married,26,Graduation,72504,0,1,0.440501161,0,0
9507,4/7/13,1975,Married,23,Graduation,40794,0,1,0.243136425,1,0
1357,4/8/13,1970,Not Married,59,Graduation,74854,1,1,0.455127686,0,1
2868,4/8/13,1949,Not Married,1,PhD,26518,1,1,0.154281838,0,0
8911,4/8/13,1967,Married,53,PhD,56320,0,1,0.339771079,1,1
6200,4/8/13,1951,Married,108,Graduation,75903,0,1,0.461656719,1,1
2202,4/9/13,1978,Not Married,2,Graduation,41154,0,1,0.245377084,0,0
6991,4/10/13,1951,Not Married,6,Graduation,43185,0,1,0.258018137,0,0
5892,4/10/13,1980,Married,6,Graduation,34968,1,0,0.206875089,1,0
6262,4/10/13,1962,Not Married,42,Master,72217,0,0,0.438714857,0,1
11100,4/11/13,1972,Not Married,2,Graduation,51813,1,1,0.31171927,0,0
10741,4/11/13,1951,Not Married,12,Master,47352,0,1,0.283953768,0,0
5491,4/11/13,1951,Not Married,12,Master,47352,0,1,0.283953768,0,0
3427,4/12/13,1955,Married,0,PhD,59821,0,1,0.361561491,1,0
6932,4/13/13,1941,Married,42,PhD,93027,0,0,0.56823741,1,1
3136,4/13/13,1962,Not Married,25,Master,59432,0,1,0.359140334,0,0
2371,4/13/13,1972,Married,1,Graduation,33622,1,1,0.198497513,1,0
2620,4/13/13,1974,Married,0,PhD,34596,1,0,0.204559742,1,0
2918,4/13/13,1981,Not Married,5,Graduation,28510,1,1,0.166680152,0,0
8254,4/13/13,1974,Married,0,PhD,34596,1,0,0.204559742,1,0
11110,4/13/13,1973,Not Married,1,Graduation,3502,1,0,0.011029023,0,0
203,4/14/13,1975,Not Married,20,Master,81169,0,0,0.494432584,0,0
5123,4/15/13,1951,Married,12,Master,27450,0,0,0.160082655,1,0
11101,4/15/13,1991,Not Married,22,Graduation,89891,0,0,0.548718779,0,0
7192,4/15/13,1955,Not Married,73,Graduation,65748,0,1,0.398451455,0,1
10598,4/15/13,1967,Not Married,1,Graduation,27943,1,1,0.163151114,0,0
2861,4/16/13,1983,Not Married,1,Graduation,24072,1,0,0.139057803,0,0
5989,4/16/13,1959,Not Married,122,2n Cycle,78353,0,1,0.47690565,0,1
4483,4/17/13,1993,Not Married,26,Graduation,72354,0,0,0.439567553,0,0
4547,4/17/13,1960,Not Married,2,Graduation,13672,1,1,0.074327647,0,0
455,4/18/13,1946,Married,9,PhD,51012,0,0,0.306733803,1,0
9460,4/18/13,1963,Married,3,Graduation,22419,0,0,0.128769442,1,0
8923,4/18/13,1973,Not Married,22,Graduation,83917,0,0,0.511536283,0,0
3855,4/18/13,1963,Married,3,Graduation,22419,0,0,0.128769442,1,0
7610,4/18/13,1983,Not Married,0,Graduation,37292,1,0,0.22133979,0,0
7592,4/18/13,1946,Married,9,PhD,51012,0,0,0.306733803,1,0
8690,4/19/13,1962,Married,28,Graduation,86111,0,0,0.525191856,1,1
4518,4/20/13,1979,Not Married,172,Graduation,85693,0,1,0.522590202,0,1
5585,4/20/13,1972,Not Married,2,Graduation,21359,1,0,0.122171946,0,0
6197,4/20/13,1962,Not Married,0,PhD,27238,1,1,0.158763156,0,0
11071,4/21/13,1984,Not Married,133,Graduation,79607,0,0,0.484710613,0,1
4391,4/21/13,1968,Not Married,15,Master,63841,0,1,0.386582186,0,0
11088,4/21/13,1971,Not Married,0,PhD,78642,0,1,0.478704401,0,0
6283,4/21/13,1968,Not Married,15,Master,63841,0,1,0.386582186,0,0
3421,4/21/13,1968,Not Married,15,Master,63841,0,1,0.386582186,0,0
7386,4/22/13,1976,Not Married,0,Graduation,30992,1,0,0.182128253,0,0
3081,4/22/13,1978,Married,2,PhD,41014,1,0,0.244505717,1,0
2245,4/22/13,1969,Married,2,Master,43641,1,1,0.260856305,1,0
1650,4/22/13,1960,Married,86,Master,81843,0,0,0.498627596,1,1
7912,4/22/13,1978,Married,15,Graduation,38136,1,0,0.226592891,1,0
3006,4/22/13,1976,Not Married,0,Graduation,30992,1,0,0.182128253,0,0
7999,4/23/13,1955,Not Married,17,PhD,75261,0,0,0.457660876,0,0
1109,4/23/13,1982,Not Married,0,Master,27590,1,0,0.160954023,0,0
2109,4/23/13,1990,Not Married,71,Graduation,96843,0,0,0.591988398,0,1
4437,4/24/13,1962,Married,6,Graduation,65316,1,1,0.395762664,1,0
8897,4/24/13,1965,Not Married,5,Graduation,42720,1,1,0.255123952,0,0
3767,4/25/13,1968,Married,0,Graduation,61314,0,1,0.370854002,1,0
6141,4/25/13,1972,Not Married,9,Master,49494,1,0,0.29728569,0,0
1379,4/27/13,1992,Not Married,2,Master,42670,0,0,0.254812749,0,0
221,4/27/13,1955,Married,3,Graduation,48726,0,1,0.292505617,1,0
9665,4/27/13,1957,Not Married,3,PhD,54237,0,1,0.326806376,0,0
4706,4/27/13,1966,Not Married,0,Graduation,34704,0,1,0.205231939,0,0
4351,4/27/13,1955,Not Married,2,Graduation,37244,1,1,0.221041035,0,0
257,4/28/13,1959,Married,12,PhD,75032,0,1,0.456235568,1,0
6289,4/28/13,1951,Not Married,0,Master,59385,1,1,0.358847803,0,0
8601,4/29/13,1980,Married,76,Graduation,80011,0,1,0.48722513,1,1
4931,4/29/13,1977,Not Married,0,Graduation,157146,0,0,0.967317495,0,0
3491,4/29/13,1975,Not Married,60,Graduation,55914,0,1,0.337244114,0,1
3865,4/30/13,1977,Not Married,12,2n Cycle,20981,0,0,0.119819253,0,0
10095,5/1/13,1975,Not Married,12,PhD,74165,0,0,0.450839314,0,0
4207,5/1/13,1981,Married,44,PhD,87171,0,0,0.531789353,1,1
1172,5/1/13,1983,Married,44,PhD,92491,0,0,0.564901318,1,1
2276,5/2/13,1955,Not Married,16,Graduation,57959,0,1,0.349972303,0,0
4990,5/2/13,1954,Married,0,Graduation,59111,0,0,0.357142413,1,0
4864,5/2/13,1977,Married,7,Graduation,34380,1,0,0.203215346,1,0
1165,5/2/13,1958,Not Married,13,PhD,50729,1,1,0.304972396,0,0
5631,5/2/13,1991,Not Married,47,Graduation,49767,0,0,0.298984857,0,1
8015,5/3/13,1962,Not Married,76,PhD,85696,0,0,0.522608874,0,1
3839,5/3/13,1958,Not Married,12,Basic,15056,1,1,0.082941737,0,0
1745,5/3/13,1962,Not Married,76,PhD,85696,0,0,0.522608874,0,1
0,5/4/13,1985,Married,10,Graduation,70951,0,0,0.430835206,1,0
2428,5/4/13,1970,Married,18,Graduation,28164,1,0,0.16452663,1,0
922,5/4/13,1979,Married,2,2n Cycle,31086,1,1,0.182713314,1,0
9493,5/5/13,1980,Not Married,53,PhD,76412,0,0,0.464824762,0,1
3321,5/5/13,1967,Not Married,5,PhD,56575,0,1,0.341358213,0,0
1031,5/5/13,1989,Married,20,2n Cycle,85710,0,0,0.522696011,1,0
8953,5/6/13,1965,Not Married,0,Master,35791,1,1,0.211997485,0,0
8687,5/6/13,1978,Not Married,62,Graduation,53172,0,1,0.320177759,0,1
10258,5/6/13,1965,Not Married,0,Master,35791,1,1,0.211997485,0,0
2499,5/6/13,1958,Not Married,97,2n Cycle,75342,0,1,0.458165025,0,1
3517,5/6/13,1952,Not Married,4,Graduation,40887,1,1,0.243715262,0,0
2942,5/7/13,1964,Not Married,3,Graduation,45906,0,1,0.274953786,0,0
9499,5/7/13,1954,Married,15,Graduation,93404,1,1,0.570583878,1,0
10659,5/7/13,1979,Not Married,8,2n Cycle,7500,1,0,0.035912789,0,0
6177,5/8/13,1985,Married,10,PhD,33454,1,0,0.197451873,1,0
9799,5/8/13,1968,Not Married,21,PhD,83664,1,1,0.509961598,0,0
9495,5/8/13,1982,Not Married,108,Graduation,71853,0,0,0.436449302,0,1
2631,5/8/13,1982,Not Married,108,Graduation,71853,0,0,0.436449302,0,1
10350,5/9/13,1950,Married,0,PhD,54432,1,1,0.328020066,1,0
3725,5/9/13,1961,Not Married,16,PhD,84865,0,0,0.517436686,0,0
11007,5/9/13,1968,Married,0,PhD,29187,1,0,0.170893836,1,0
7573,5/10/13,1978,Not Married,1,PhD,31626,1,0,0.186074303,0,0
10262,5/10/13,1980,Married,2,Graduation,15072,1,0,0.083041321,1,0
6119,5/10/13,1963,Not Married,0,PhD,36736,1,1,0.217879216,0,0
10141,5/10/13,1960,Not Married,1,Master,39228,0,0,0.233389557,0,0
3033,5/11/13,1963,Not Married,17,Master,38620,0,0,0.229605333,0,0
4119,5/11/13,1963,Not Married,17,Master,38620,0,0,0.229605333,0,0
2061,5/11/13,1955,Married,0,Graduation,50737,0,1,0.305022189,1,0
182,5/11/13,1946,Not Married,0,PhD,44124,0,1,0.263862523,0,0
2150,5/11/13,1958,Not Married,28,PhD,80995,0,1,0.493349599,0,1
9308,5/11/13,1954,Married,61,Graduation,62820,0,0,0.380227427,1,1
5048,5/11/13,1971,Not Married,6,PhD,42767,1,0,0.255416483,0,0
544,5/11/13,1954,Married,61,Graduation,62820,0,0,0.380227427,1,1
3560,5/12/13,1952,Not Married,31,Graduation,83844,0,0,0.511081927,0,1
9305,5/12/13,1976,Not Married,26,2n Cycle,79689,0,0,0.485220985,0,0
241,5/12/13,1952,Not Married,31,Graduation,83844,0,0,0.511081927,0,1
7521,5/12/13,1952,Not Married,31,Graduation,83844,0,0,0.511081927,0,1
5552,5/13/13,1963,Not Married,18,Master,48721,1,1,0.292474497,0,0
1044,5/14/13,1953,Not Married,5,Graduation,58398,0,0,0.352704662,0,0
1606,5/15/13,1971,Not Married,1,Graduation,38590,1,0,0.229418611,0,0
948,5/15/13,1971,Not Married,7,Graduation,10245,1,0,0.052997815,0,0
125,5/15/13,1958,Not Married,7,2n Cycle,53083,1,1,0.319623818,0,0
1404,5/15/13,1968,Not Married,23,Graduation,34916,1,0,0.206551439,0,0
8754,5/16/13,1974,Not Married,0,PhD,45068,0,1,0.26973803,0,0
9370,5/17/13,1945,Married,81,PhD,65846,0,0,0.399061413,1,1
5602,5/17/13,1989,Not Married,22,PhD,66973,0,0,0.406075921,0,0
5125,5/17/13,1960,Married,0,Graduation,79530,0,0,0.484231361,1,0
6374,5/17/13,1954,Married,2,PhD,36930,0,1,0.219086682,1,0
675,5/17/13,1973,Not Married,0,Master,52034,1,1,0.313094786,0,0
10669,5/17/13,1981,Married,21,Graduation,54386,0,1,0.32773376,1,0
4637,5/18/13,1954,Not Married,64,PhD,74637,0,0,0.453777067,0,1
6409,5/18/13,1967,Not Married,140,Graduation,57136,0,0,0.344849907,0,1
11148,5/19/13,1975,Not Married,1,Graduation,22280,1,0,0.127904299,0,0
6461,5/19/13,1969,Not Married,49,Master,62772,0,1,0.379928672,0,1
2176,5/20/13,1972,Married,16,Graduation,80134,1,0,0.487990689,1,0
10552,5/20/13,1979,Married,54,2n Cycle,54210,0,1,0.326638326,1,1
9121,5/20/13,1972,Married,16,Graduation,80134,1,0,0.487990689,1,0
10091,5/20/13,1956,Not Married,20,Graduation,60230,0,1,0.364107128,0,0
2002,5/20/13,1958,Not Married,51,Graduation,71964,0,0,0.437140172,0,1
11187,5/20/13,1978,Not Married,8,Basic,26487,1,0,0.154088892,0,0
8082,5/21/13,1971,Married,3,Graduation,25721,1,0,0.149321267,1,0
11031,5/21/13,1950,Married,1,PhD,48699,1,1,0.292337568,1,0
1184,5/22/13,1968,Not Married,41,PhD,69674,0,1,0.422887089,0,1
3174,5/22/13,1959,Not Married,38,Graduation,87771,0,1,0.535523785,0,1
5536,5/22/13,1959,Not Married,38,Graduation,87771,0,1,0.535523785,0,1
1204,5/22/13,1970,Married,0,PhD,67536,0,1,0.409580063,1,0
945,5/22/13,1965,Not Married,3,Graduation,36317,0,1,0.215271338,0,0
3979,5/22/13,1983,Not Married,17,PhD,90687,0,0,0.553673125,0,0
1087,5/22/13,1975,Not Married,14,Master,22669,1,0,0.130325456,0,0
3598,5/23/13,1972,Married,35,Graduation,62710,0,1,0.379542781,1,1
550,5/23/13,1952,Not Married,131,Graduation,62335,0,1,0.377208761,0,1
4687,5/23/13,1958,Married,92,Master,80739,0,0,0.491756241,1,1
7286,5/24/13,1968,Not Married,6,Graduation,41728,1,0,0.248949691,0,0
9925,5/25/13,1981,Not Married,1,PhD,39665,1,0,0.236109469,0,0
8786,5/26/13,1956,Married,7,Master,62058,0,1,0.375484698,1,0
8643,5/26/13,1971,Not Married,98,Graduation,69930,0,0,0.424480447,0,1
73,5/26/13,1953,Not Married,0,PhD,51411,1,1,0.309217201,0,0
5883,5/26/13,1972,Married,120,Graduation,77981,1,0,0.474590302,1,1
2404,5/27/13,1976,Married,4,Graduation,53359,1,1,0.321341657,1,0
6810,5/28/13,1983,Not Married,98,Graduation,82025,0,0,0.499760374,0,1
8562,5/28/13,1969,Not Married,4,Graduation,54165,0,0,0.326358244,0,0
2285,5/28/13,1954,Not Married,9,Master,36634,0,1,0.217244363,0,0
975,5/28/13,1956,Not Married,4,Graduation,54252,1,1,0.326899737,0,0
6379,5/29/13,1949,Not Married,1,Master,47570,1,1,0.285310611,0,0
5863,5/29/13,1953,Married,0,Graduation,47703,0,1,0.286138411,1,0
10486,5/29/13,1948,Married,75,Graduation,77142,0,0,0.469368321,1,1
5847,5/29/13,1969,Not Married,21,Graduation,69901,0,1,0.42429995,0,0
1324,5/30/13,1988,Married,3,Graduation,38872,1,0,0.231173794,1,0
9967,5/30/13,1974,Not Married,15,Graduation,53034,1,1,0.31931884,0,0
9422,5/31/13,1989,Married,2,Graduation,38360,1,0,0.227987079,1,0
4385,5/31/13,1981,Not Married,0,PhD,36038,1,0,0.213534827,0,0
2565,6/1/13,1955,Not Married,12,Master,70638,0,0,0.428887077,0,0
5872,6/1/13,1951,Not Married,90,Graduation,60689,0,1,0.366963969,0,1
9729,6/2/13,1955,Not Married,10,Graduation,58275,1,1,0.351939104,0,0
1503,6/3/13,1976,Not Married,1,PhD,162397,1,1,1,0,0
6583,6/3/13,1955,Married,22,2n Cycle,72635,0,0,0.441316512,1,0
10156,6/3/13,1975,Not Married,63,Graduation,84196,0,1,0.513272794,0,1
4278,6/3/13,1983,Not Married,111,PhD,87188,0,0,0.531895162,0,1
3433,6/3/13,1955,Married,22,2n Cycle,72635,0,0,0.441316512,1,0
6906,6/3/13,1953,Not Married,48,Master,84953,0,0,0.517984403,0,1
7313,6/3/13,1949,Not Married,73,2n Cycle,74859,0,0,0.455158807,0,1
2661,6/4/13,1964,Not Married,4,Graduation,18701,1,1,0.105628412,0,0
1361,6/4/13,1974,Married,68,Master,82584,0,0,0.50323962,1,1
7822,6/4/13,1976,Not Married,18,Graduation,54058,0,1,0.32569227,0,0
6919,6/4/13,1978,Married,7,2n Cycle,26224,1,0,0.152451966,1,0
6945,6/4/13,1952,Not Married,20,Graduation,84574,0,0,0.515625486,0,0
5336,6/4/13,1971,Not Married,1,Master,157733,1,0,0.970971015,0,0
3130,6/4/13,1964,Not Married,4,Graduation,18701,1,1,0.105628412,0,0
4855,6/6/13,1974,Not Married,0,PhD,30351,1,0,0.178138635,0,0
5049,6/6/13,1974,Not Married,0,PhD,30351,1,0,0.178138635,0,0
10377,6/6/13,1958,Not Married,6,Master,46692,0,1,0.279845892,0,0
2516,6/8/13,1969,Married,2,2n Cycle,46831,1,1,0.280711036,1,0
10128,6/8/13,1958,Not Married,16,Graduation,53977,0,1,0.325188122,0,0
8584,6/8/13,1952,Not Married,53,PhD,85431,0,0,0.5209595,0,1
9284,6/8/13,1958,Not Married,16,Graduation,53977,0,1,0.325188122,0,0
5991,6/8/13,1949,Married,2,Master,48150,0,1,0.288920562,1,0
2541,6/9/13,1976,Married,7,Graduation,24027,1,0,0.13877772,1,0
8957,6/10/13,1952,Not Married,86,2n Cycle,64831,1,1,0.392743998,0,1
6376,6/10/13,1979,Not Married,56,Graduation,57537,1,0,0.347345752,0,1
4470,6/10/13,1962,Married,1,Master,58646,0,1,0.354248228,1,0
6183,6/10/13,1962,Married,1,Master,58646,0,1,0.354248228,1,0
6518,6/11/13,1951,Not Married,0,PhD,67680,0,1,0.410476327,0,0
2036,6/11/13,1973,Not Married,11,PhD,57906,0,1,0.349642428,0,0
9381,6/12/13,1978,Married,9,Graduation,66373,1,1,0.402341489,1,0
9384,6/12/13,1978,Married,9,Graduation,66373,1,1,0.402341489,1,0
8602,6/12/13,1964,Not Married,172,Graduation,69932,0,1,0.424492895,0,1
4697,6/13/13,1949,Not Married,3,Master,35416,0,0,0.209663465,0,0
6245,6/13/13,1950,Not Married,14,PhD,59292,0,1,0.358268966,0,0
7848,6/13/13,1974,Not Married,2,Graduation,49166,0,1,0.295244201,0,0
8780,6/13/13,1950,Not Married,14,PhD,59292,0,1,0.358268966,0,0
10870,6/13/13,1967,Married,43,Graduation,61223,0,1,0.370287614,1,1
1517,6/14/13,1969,Not Married,9,Graduation,30822,1,0,0.181070164,0,0
4037,6/14/13,1976,Not Married,1,Graduation,31859,1,0,0.187524507,0,0
10691,6/14/13,1960,Married,0,Master,28520,1,1,0.166742393,1,0
3179,6/16/13,1980,Not Married,153,Graduation,81741,0,0,0.497992743,0,1
8779,6/16/13,1985,Married,4,2n Cycle,36145,1,0,0.2142008,1,0
8724,6/17/13,1982,Not Married,3,Graduation,28567,1,0,0.167034923,0,0
5209,6/17/13,1954,Not Married,5,Graduation,50002,0,1,0.300447509,0,0
1518,6/17/13,1965,Married,6,Master,62694,1,1,0.379443196,1,0
10219,6/18/13,1972,Not Married,2,Graduation,31590,1,0,0.185850237,0,0
2632,6/18/13,1954,Married,0,Graduation,50501,1,1,0.303553312,1,0
291,6/19/13,1970,Married,74,Graduation,72940,0,0,0.443214848,1,1
10207,6/19/13,1978,Not Married,1,Graduation,22775,1,0,0.130985205,0,0
6437,6/19/13,1985,Not Married,8,2n Cycle,41473,1,0,0.247362557,0,0
4838,6/19/13,1978,Not Married,1,Graduation,22775,1,0,0.130985205,0,0
3037,6/20/13,1983,Married,46,PhD,50150,0,0,0.301368669,1,1
9805,6/20/13,1953,Not Married,48,Master,56129,0,1,0.338582285,0,1
849,6/20/13,1953,Not Married,48,Master,56129,0,1,0.338582285,0,1
4698,6/20/13,1983,Married,46,PhD,50150,0,0,0.301368669,1,1
10524,6/20/13,1963,Not Married,23,Master,49476,0,1,0.297173657,0,0
9347,6/21/13,1956,Not Married,0,Master,50943,0,1,0.306304344,0,0
10160,6/21/13,1956,Not Married,0,Master,50943,0,1,0.306304344,0,0
